id,host_id,listing_url,name,picture_url,description,instant_bookable,price,property_type,room_type,accommodates,beds,bedrooms,bathrooms,bathrooms_text,latitude,longitude,neighbourhood_cleansed,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,has_wifi,has_tv,has_washer,has_heating_system,has_kitchen
603501,2711564,https://www.airbnb.com/rooms/603501,"1 Bedroom Penthouse, Royal Mile Residence,",https://a0.muscache.com/pictures/7603638/37816af5_original.jpg,"The apartment is a great space for the Festival and also very close to shopping opportunities, bars, pubs, and public transport. The cozy atmosphere of the neighborhood and the apartment itself will make your stay an amazing experience.<br /><br />Beautiful views across the city and the Old Town located on the Royal Mile<br />This penthouse flat is on the 5th floor, sorry no lift!",True,196.0,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95004653930664,-3.188728094100952,"Old Town, Princes Street and Leith Street",81,4.79,4.71,4.73,4.93,4.96,5.0,4.63,True,True,False,True,True
603502,2711564,https://www.airbnb.com/rooms/603502,1 Bedroom 1 Bathroom ROYAL MILE RESIDENCE,https://a0.muscache.com/pictures/miso/Hosting-603502/original/9e438ca9-91a2-4152-bab2-a81733abcf54.jpeg,"The apartment is a great space for the Festival and also very close to Edinburgh's sights, various shopping opportunities, bars, pubs, and public transport. The cozy atmosphere of the neighborhood and the apartment itself will make your stay an amazing experience.<br />On the 1st floor, sorry no lift",True,156.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.95004653930664,-3.188728094100952,"Old Town, Princes Street and Leith Street",94,4.61,4.64,4.53,4.89,4.93,4.9,4.52,True,False,False,True,True
603671,2711564,https://www.airbnb.com/rooms/603671,4 Bedroom 3 Bath Royal Mile Apart for 10 guests!,https://a0.muscache.com/pictures/miso/Hosting-603671/original/2b0a1f40-b540-4c07-9a04-b9089554d85a.jpeg,"4 bedroom apartment, Next to the Castle!<br />Located  just a few steps from the Edinburgh Castle and the Royal Mile, close to all attractions Edinburgh's famous Old Town has to offer. This fantastic apartment will make your stay unforgettable! The apartment is a great space for the Festival and also very close to shopping opportunities, bars, pubs, and public transport. The cozy atmosphere of the neighborhood and the apartment itself will make your stay an amazing experience.",True,532.0,Entire rental unit,Entire home/apt,10,8.0,4.0,3.0,3 baths,55.9493629,-3.194052,"Old Town, Princes Street and Leith Street",80,4.58,4.65,4.36,4.76,4.91,4.96,4.45,True,False,False,True,True
603672,2711564,https://www.airbnb.com/rooms/603672,Royal Mile 4 Bedroom and 3 Bathroom Apt for 10 per,https://a0.muscache.com/pictures/miso/Hosting-603672/original/5c0060de-4c4b-4130-b762-c2639da08305.jpeg,"Modern and spacious apartment. This is a stunning 4 bedroom apartment located on the world famous Great Mile in Edinburgh City Centre. The spacious apartment can accommodate up to eight (+2)* guests. Two additional guests could be accomodated on two fold up beds. On the 3rd floor, sorry no lift.",True,591.0,Entire rental unit,Entire home/apt,10,8.0,4.0,3.0,3 baths,55.95004653930664,-3.188728094100952,"Old Town, Princes Street and Leith Street",68,4.6,4.63,4.51,4.88,4.94,4.94,4.65,True,False,False,True,True
603674,2711564,https://www.airbnb.com/rooms/603674,Royal Mile 4 Bedroom 4 bathroom Apartment,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NjAzNjc0/original/2b832153-d8aa-4823-8840-197ac74a176d.jpeg,"4 bedroom 4 bathroom apartment sleeps up to 20, on the Royal Mile and a few minutes from the Castle <br />Located  and close to all attractions, restaurants and bars on Edinburgh's famous Old Town has to offer. This fantastic apartment will make your stay unforgettable! The apartment is a great space for the Festival and also very close to shopping opportunities, bars, pubs, and public transport.",True,749.0,Entire rental unit,Entire home/apt,16,20.0,4.0,4.0,4 baths,55.95017,-3.18902,"Old Town, Princes Street and Leith Street",118,4.62,4.67,4.41,4.8,4.92,4.97,4.57,True,True,False,True,True
603996,2989965,https://www.airbnb.com/rooms/603996,Ocean's 2 Bedroom Apartment,https://a0.muscache.com/pictures/2acabe2d-0683-4b9c-9037-126010682857.jpg,"Ocean Serviced Apartments offer a Two Bedroom Serviced Apartment, sleeping 4 persons.<br /><br />This comfortable apartment consists of 2 bedrooms, 2 bathrooms, open plan kitchen and lounge area. The beds in this apartment can be set as king size or single beds, based on your preferences.  A FREE underground parking and a complimentary WIFI will be provided. Our building is located at the sea front, approximately 2.5 miles from the city centre. A direct bus to the centre stops just outside our building.",True,386.0,Entire serviced apartment,Entire home/apt,4,3.0,2.0,2.0,2 baths,55.98616,-3.18849,Western Harbour and Leith Docks,101,4.52,4.69,4.76,4.74,4.85,4.53,4.61,True,True,True,True,True
607248,3008499,https://www.airbnb.com/rooms/607248,"VINTAGE apt,pvt GARDEN,wifiNEW TOWN",https://a0.muscache.com/pictures/prohost-api/Hosting-607248/original/9b19bcac-2f34-40ef-ab7b-fe69f0ff0e1b.jpeg,"Unique vintage apartment with very peaceful private walled garden, super comfy memory foam bed double bed, all 10 minutes’ walk from city centre, close to tram line, buses & attractions. Travel crib (babies) & high chair available. Parking nearby. Free Wi-Fi.",True,80.0,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1 bath,55.96234,-3.1907,Broughton South,769,4.41,4.56,4.46,4.8,4.73,4.79,4.44,True,True,True,True,True
612137,2056916,https://www.airbnb.com/rooms/612137,Double bedroom in quiet flat close to city centre,https://a0.muscache.com/pictures/dba06b43-986c-446d-9df1-26732c070ff8.jpg,"A cosy double bedroom in a warm and friendly ground floor flat in the popular neighbourhood of Marchmont, with cafes and pubs, shops, museum, cinema and theatre all within walking distance.  A light homemade breakfast is provided.",False,90.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 shared bath,55.936199,-3.195545,Marchmont West,495,4.89,4.94,4.89,4.95,4.95,4.89,4.8,True,False,False,True,False
615726,2717567,https://www.airbnb.com/rooms/615726,"Bright, spacious Victorian flat,",https://a0.muscache.com/pictures/hosting/Hosting-615726/original/f8b8da44-78f5-4dbf-b7ce-eb02f002a66f.jpeg,"Our bright spacious apartment is located in the heart of Morningside.  Free on street parking round the corner in Balcarres Street.  It has a large kitchen dining room with utility room off it, 4 large double bedrooms, 1 bathroom (just refurbished with walk in shower, bath, toilet and sink, new pictures still to be posted) large hall with another WC with toilet and sink. Bus stop outside to the city centre in 15 minutes, buses every few minutes, or 25 minute walk.",False,151.0,Entire rental unit,Entire home/apt,6,4.0,4.0,1.5,1.5 baths,55.9255,-3.20878,Morningside,78,4.73,4.86,4.63,4.95,4.92,4.84,4.73,True,True,True,True,True
624492,3098393,https://www.airbnb.com/rooms/624492,"Fab Festival Flat,under the castle,",https://a0.muscache.com/pictures/miso/Hosting-624492/original/da37ed30-3de8-48d6-8b1b-bfe2c607c8af.jpeg,,False,201.0,Entire rental unit,Entire home/apt,4,2.0,2.0,1.0,1 bath,55.94722,-3.1996,"Old Town, Princes Street and Leith Street",37,4.7,4.78,4.7,4.94,4.94,4.83,4.69,True,True,True,True,True
627527,3110470,https://www.airbnb.com/rooms/627527,"Double room,Private  Bathroom , Free Parking,",https://a0.muscache.com/pictures/162b646b-4f08-48da-a246-99b41e6056d2.jpg,"Double bedroom with your own private bathroom. Toiletries and hair dryer, Towels provided.<br />Free parking available ( I will give you a permit)",False,80.0,Private room in rental unit,Private room,2,1.0,1.0,1.5,1.5 baths,55.96706,-3.19422,Broughton North and Powderhall,638,4.96,4.96,4.93,4.98,4.99,4.86,4.91,True,True,False,True,False
639079,3149701,https://www.airbnb.com/rooms/639079,Smart Apartment by Edinburgh Castle,https://a0.muscache.com/pictures/8221546/9443cd38_original.jpg,"Lady Wynd is situated the heart of Edinburgh's historic Old Town, just off the  Grassmarket. It lies in the shadow of Edinburgh Castle, The apartment is close to a rich variety of restaurants and bars.and most of Edinburgh highlights are a short walk",False,160.0,Entire rental unit,Entire home/apt,3,2.0,1.0,1.0,1 bath,55.94677,-3.19752,"Old Town, Princes Street and Leith Street",304,4.88,4.89,4.87,4.95,4.95,4.94,4.79,True,True,True,True,True
639942,3195122,https://www.airbnb.com/rooms/639942,Home from Home at Number 2,https://a0.muscache.com/pictures/8241296/aad1e800_original.jpg,,False,142.0,Entire rental unit,Entire home/apt,5,4.0,2.0,1.0,1 bath,55.95918,-3.17219,Hillside and Calton Hill,153,4.75,4.82,4.89,4.84,4.83,4.59,4.64,True,True,True,True,True
641458,2989965,https://www.airbnb.com/rooms/641458,Ocean's Family Apartment,https://a0.muscache.com/pictures/78c9481f-1f10-46e0-95a7-04966481febe.jpg,"Ocean Serviced Apartments offer a Two Bedroom Serviced Apartment, sleeping 5 persons.<br />This comfortable apartment consists of 2 bedrooms, 2 bathrooms, open plan kitchen and lounge area. The beds in this apartment can be set as king size or single beds, based on your preferences.  A FREE underground parking and a complimentary WIFI is provided. Our building is located at the sea front, approximately 2.5 miles from the city centre. A direct bus to the centre stops just outside our building.",True,485.0,Entire serviced apartment,Entire home/apt,5,4.0,2.0,2.0,2 baths,55.98616,-3.18849,Western Harbour and Leith Docks,145,4.67,4.77,4.78,4.8,4.83,4.67,4.68,True,True,True,True,True
643693,3149701,https://www.airbnb.com/rooms/643693,Central Garden Flat + Car Parking,https://a0.muscache.com/pictures/5905f7d8-52b6-4ebf-80b2-c1d14a475a65.jpg,"Terrars Croft is a garden apartment on the edge of peaceful Holyrood Park.<br />All of Edinburgh city centre with its historic and cultural locations are a short walk.<br />After a day of sight seeing you can return to your own apartment and garden to relax and unwind. <br />If you require a active break, the apartment is on the cycle path and minutes from the Royal Commonwealth pool.<br />The added bonus of Terrars Croft is your own car parking space, where you can safely park up and and enjoy the City.",False,153.0,Entire rental unit,Entire home/apt,4,3.0,1.0,1.0,1 bath,55.94272,-3.17773,Newington and Dalkeith Road,178,4.89,4.89,4.87,4.97,4.97,4.87,4.68,True,True,True,True,True
662990,646220,https://www.airbnb.com/rooms/662990,The Broughton Road Residence,https://a0.muscache.com/pictures/prohost-api/Hosting-662990/original/18d48973-1f2c-48f4-aacd-ff419796bd37.jpeg,"Broughton Road Apartment is a bright first floor apartment in a traditional stone built building, located 1 mile from Princes Street the heart of Edinburgh. This self-catering apartment is fully furnished and decorated to a  3 star standard to make your stay in Edinburgh as comfortable as possible.  <br /> <br />The apartment is a pleasant walk to many other major Edinburgh attractions such as the Royal Scottish Museum and the National Gallery of Scotland.",True,97.0,Entire rental unit,Entire home/apt,4,2.0,1.0,1.0,1 bath,55.96274,-3.19538,Broughton North and Powderhall,53,4.26,4.34,4.19,4.45,4.4,4.55,4.06,True,True,True,True,True
675104,3429247,https://www.airbnb.com/rooms/675104,"Double Room, Central Edinburgh B&B",https://a0.muscache.com/pictures/6982703c-7624-4c66-93b4-8993669fc26f.jpg,"Very central, friendly Franco/Scottish family B&B. Double Room with shared bathroom.  On separate floor of the house from your host so nice and private.  <br /><br />There are steep stairs and a very cuddly cat so this house is not suitable for the disabled or elderly or those with cat allergies. Linen, towels, hair-dryer provided. Wifi, TV in each room.  Very close to city centre, University, theatres, cinemas and restaurants, yet in a nice quiet street.",False,172.0,Private room in home,Private room,2,1.0,1.0,1.0,1 shared bath,55.93723,-3.1898,Marchmont East and Sciennes,22,4.82,4.91,4.82,5.0,5.0,5.0,4.82,True,True,False,True,False
702800,3608201,https://www.airbnb.com/rooms/702800,Courtyard setting near Airport-1,https://a0.muscache.com/pictures/airflow/Hosting-702800/original/b209551f-0932-45b9-a476-ab0ff637b9b5.jpg,"Addiston Mains is a home away from home and although it is really handy for the airport, city and travel to other parts of Scotland it retains a relaxing and comfortable country feel with a modern style. The many repeat visitors is testimony to that.",False,182.0,Farm stay,Entire home/apt,6,6.0,2.0,2.0,2 baths,55.91451,-3.34677,"Ratho, Ingliston and Gogar",588,4.95,4.96,4.96,4.95,4.96,4.87,4.92,True,True,True,True,True
706832,3632860,https://www.airbnb.com/rooms/706832,"Central, elegant, bright loft with stunning views.",https://a0.muscache.com/pictures/7c45b716-a3c4-4cd7-b150-2264998b0438.jpg,"My apartment is on two floors: upstairs is the open plan living space topped by cupolas that flood the area with light; downstairs are the four bedrooms. The apartment sits in a quiet residential street, yet there are bars, restaurants, cafes, a cinema, theatre, bus and tram stops a few minutes away. It's just twelve minutes walk to Princes Street or the historic Royal Mile and Edinburgh Castle. Calton hill is a couple of minutes from our door and from the top you can see all Edinburgh.",False,386.0,Entire rental unit,Entire home/apt,8,5.0,4.0,2.0,2 baths,55.95996,-3.17707,Hillside and Calton Hill,426,4.85,4.85,4.84,4.87,4.87,4.9,4.71,True,True,True,True,True
707097,3092851,https://www.airbnb.com/rooms/707097,Central Royal Mile Apartment 3 bedrooms 2 bathroom,https://a0.muscache.com/pictures/6e2ded8d-f20b-4d7a-b55a-ec529644066e.jpg,"3 bedrooms with total 3 double beds<br />two shower rooms <br />kitchen/living room 2 in 1 type <br />No lift access second floor <br />3 double beds , no sofa beds<br />Fully furnished. <br />central location. <br />Suitable for short and long stay. <br />June to August short term holiday letting. <br />Sep to June long term lease only. Requirement is 2 single occupancy or a couple plus a single or a family due to the HMO rule of Scottish Law.  a lease will be signed for long staying.",False,254.0,Entire condo,Entire home/apt,6,7.0,3.0,2.0,2 baths,55.95098,-3.18395,"Old Town, Princes Street and Leith Street",70,4.39,4.31,4.43,4.68,4.73,4.94,4.13,True,False,True,True,True
728199,3776412,https://www.airbnb.com/rooms/728199,"Private room in central, spacious and comfy flat",https://a0.muscache.com/pictures/928bdf58-fb59-4021-b2c5-717e17456db2.jpg,"Fantastic main door flat over two levels within easy walking distance of the city centre and right on the airport bus route.  Lots of great communal space, private bathroom and access to a shared garden (great when it's sunny!)",False,60.0,Private room in condo,Private room,2,1.0,1.0,1.0,1 private bath,55.93692,-3.22414,Polwarth,475,4.83,4.85,4.8,4.94,4.96,4.74,4.82,True,True,True,True,True
732008,3810279,https://www.airbnb.com/rooms/732008,51 18 Caledonian Crescent,https://a0.muscache.com/pictures/prohost-api/Hosting-732008/original/99fb4320-8b68-48ce-a2f0-de53596bfe0f.jpeg,"This beautiful third floor apartment is set in a unique welcoming development, to the west of Edinburgh city centre",True,312.0,Entire rental unit,Entire home/apt,8,6.0,3.0,2.0,2 baths,55.94192,-3.21878,Dalry and Fountainbridge,438,4.82,4.87,4.84,4.86,4.85,4.74,4.76,True,True,True,True,True
